지점,일시,기온(°C),풍향(36방위),풍속(m/s),해면기압(hPa),현지기압(hPa),12시간강수량(mm),상대습도(%),이슬점온도(°C),시정(m)
3,2018-05-07 00:00,6.4,14,1,1008.2,1007.8,,97,6,3000
3,2018-05-07 03:00,7.2,9,2,1007.6,1007.2,,97,6.8,3000
3,2018-05-07 06:00,6.3,0,0,1008.6,1008.2,,97,5.8,2000
3,2018-05-07 09:00,7.6,14,3,1010.3,1009.9,0,96,7,1100
3,2018-05-07 12:00,8.5,9,5,1011.4,1011,,92,7.3,1100
3,2018-05-07 15:00,7.6,9,5,1012.5,1012.1,,91,6.2,1100
3,2018-05-07 18:00,6.8,14,3,1015,1014.6,,93,5.7,1800
3,2018-05-07 21:00,6.8,9,2,1016.8,1016.4,,93,5.7,1800
3,2018-05-08 00:00,6.6,14,1,1017.8,1017.4,,95,5.9,1800
3,2018-05-08 03:00,6.8,14,1,1018.4,1018,,93,5.7,1800
3,2018-05-08 06:00,6.4,14,1,1019.8,1019.4,,94,5.5,1800
3,2018-05-08 09:00,7.2,14,5,1020.8,1020.4,,95,6.4,1800
3,2018-05-08 12:00,7.4,14,7,1020.9,1020.5,,85,5.1,2000
3,2018-05-08 15:00,6.9,14,6,1021.5,1021.1,,88,5.1,2500
3,2018-05-08 18:00,6,14,4,1023.2,1022.8,,94,5.1,2800
3,2018-05-08 21:00,6,14,1,1024.6,1024.2,,94,5.1,1800
3,2018-05-09 00:00,6.2,32,1,1024.6,1024.2,,93,5.1,1800
3,2018-05-09 03:00,4.8,32,1,1024,1023.6,,95,4.1,3000
3,2018-05-09 06:00,3.6,27,1,1024.1,1023.7,,97,3.1,3000
3,2018-05-09 09:00,8.3,14,4,1024.7,1024.3,,85,5.9,3000
3,2018-05-09 12:00,8.2,14,7,1024,1023.6,,85,5.8,3000
3,2018-05-09 15:00,9.3,14,6,1022.2,1021.8,,83,6.5,3000
3,2018-05-09 18:00,8.8,14,4,1022.4,1022,,87,6.7,3000
3,2018-05-09 21:00,8.4,27,1,1021.7,1021.3,,90,6.8,3000
3,2018-05-10 00:00,6,27,1,1020.2,1019.8,,95,5.3,3000
3,2018-05-10 03:00,4.3,0,0,1019.7,1019.3,,95,3.6,3000
3,2018-05-10 06:00,4.1,0,0,1019,1018.6,,95,3.4,3000
3,2018-05-10 09:00,9.6,14,4,1018.4,1018,,88,7.7,3000
3,2018-05-10 12:00,10.3,14,7,1016.5,1016.1,,82,7.4,3000
3,2018-05-10 15:00,21.9,23,4,1013.5,1013.1,,25,1.1,3000
3,2018-05-10 18:00,18.5,23,3,1012.8,1012.4,,30,.4,3000
3,2018-05-10 21:00,12.4,14,1,1013.4,1013,,78,8.6,3000
3,2018-05-11 00:00,8.5,14,2,1013,1012.6,.1,93,7.4,3000
3,2018-05-11 03:00,8,0,0,1012.1,1011.7,0,96,7.4,3000
3,2018-05-11 06:00,8.2,0,0,1011.3,1010.9,,92,7,3000
3,2018-05-11 09:00,16.6,14,5,1011.7,1011.3,.1,49,5.9,3000
3,2018-05-11 12:00,16.8,14,5,1011.3,1010.9,,63,9.8,2800
3,2018-05-11 15:00,14.9,14,4,1009.4,1009,,69,9.3,2800
3,2018-05-11 18:00,21.2,23,3,1009.8,1009.4,,54,11.5,3000
3,2018-05-11 21:00,16.6,0,0,1009,1008.6,,74,11.9,3000
3,2018-05-12 00:00,18.3,32,1,1009.4,1009,,67,12,3000
3,2018-05-12 03:00,19.7,32,3,1009.3,1008.9,,55,10.3,3000
3,2018-05-12 06:00,19.5,32,2,1009.5,1009.1,,52,9.3,3000
3,2018-05-12 09:00,21.7,36,2,1009,1008.6,,45,9.4,3000
3,2018-05-12 12:00,16.6,14,4,1008.8,1008.4,,67,10.4,3000
3,2018-05-12 15:00,16.9,14,4,1006.9,1006.5,,69,11.2,3000
3,2018-05-12 18:00,10.2,14,4,1005.2,1004.8,,92,9,2800
3,2018-05-12 21:00,9.5,14,4,1006.4,1006,,97,9,3000
3,2018-05-13 00:00,9.4,14,2,1007.4,1007,,97,9,2800
3,2018-05-13 03:00,10.1,36,2,1006.2,1005.8,,90,8.6,3000
3,2018-05-13 06:00,10.3,32,2,1005.7,1005.3,,91,8.9,3000
3,2018-05-13 09:00,12.2,14,3,1006.2,1005.8,,86,9.9,3000
3,2018-05-13 12:00,12.2,14,6,1005,1004.6,,88,10.3,3000
3,2018-05-13 15:00,11.2,14,7,1003.6,1003.2,,91,9.8,3000
3,2018-05-13 18:00,11.7,14,4,1004.1,1003.7,,92,10.4,3000
3,2018-05-13 21:00,10.9,32,1,1005.3,1004.9,,95,10.2,3000
3,2018-05-14 00:00,10.9,32,1,1005.5,1005.1,,98,10.6,3000
3,2018-05-14 03:00,8.7,0,0,1005.2,1004.8,,94,7.8,3000
3,2018-05-14 06:00,8.9,0,0,1005.8,1005.4,,95,8.1,3000
3,2018-05-14 09:00,13.2,14,2,1006.5,1006.1,,89,11.5,3000
3,2018-05-14 12:00,14,14,5,1006.6,1006.2,,85,11.5,3000
3,2018-05-14 15:00,11.8,14,7,1003.6,1003.2,,85,9.4,3000
3,2018-05-14 18:00,10.2,14,4,1002.9,1002.5,,95,9.5,2800
3,2018-05-14 21:00,11.5,14,3,1002.5,1002.1,,92,10.3,1800
3,2018-05-15 00:00,10.5,14,1,1003.8,1003.4,,98,10.2,2600
3,2018-05-15 03:00,10.9,0,0,1003.2,1002.8,,95,10.2,3000
3,2018-05-15 06:00,11.3,14,2,1004.6,1004.2,,95,10.5,3000
3,2018-05-15 09:00,13,14,1,1007.2,1006.8,,89,11.3,3000
3,2018-05-15 12:00,12.1,14,3,1007.3,1006.9,,93,11,3000
3,2018-05-15 15:00,14.8,14,5,1006.7,1006.3,,79,11.2,3000
3,2018-05-15 18:00,22.3,0,0,1004.6,1004.2,,64,15.1,3000
3,2018-05-15 21:00,15.3,14,1,1004.5,1004.1,,76,11,3000
3,2018-05-16 00:00,13.3,0,0,1003.4,1003,,80,10,3000
3,2018-05-16 03:00,11.5,0,0,1002.1,1001.7,,86,9.3,3000
3,2018-05-16 06:00,11.3,0,0,1001.5,1001.1,,90,9.7,3000
3,2018-05-16 09:00,15.4,14,2,1001.6,1001.2,,83,12.5,3000
3,2018-05-16 12:00,17,14,2,1001.6,1001.2,,77,13,3000
3,2018-05-16 15:00,13.6,14,4,999.6,999.2,,83,10.7,3000
3,2018-05-16 18:00,15.7,14,2,999.1,998.7,,79,12.1,3000
3,2018-05-16 21:00,13.1,0,0,999.2,998.8,,88,11.2,3000
3,2018-05-17 00:00,13.9,0,0,1000,999.6,,89,12.2,3000
3,2018-05-17 03:00,14.8,9,3,1002.3,1001.9,,84,12.1,1100
3,2018-05-17 06:00,19.3,36,6,1005.3,1004.9,,74,14.5,1100
3,2018-05-17 09:00,17.8,5,1,1007.4,1007,,73,12.8,3000
3,2018-05-17 12:00,17.8,32,2,1007.8,1007.4,,73,12.8,3000
3,2018-05-17 15:00,13,14,6,1009.8,1009.4,,77,9,3000
3,2018-05-17 18:00,13.5,14,2,1010.8,1010.4,,82,10.4,3000
3,2018-05-17 21:00,11.5,14,1,1011.9,1011.5,.4,97,11.1,800
3,2018-05-18 00:00,10.1,14,1,1012.1,1011.8,2,99,9.9,800
3,2018-05-18 03:00,8.9,32,1,1011.4,1011,6,95,8.1,800
3,2018-05-18 06:00,8.2,36,3,1010.7,1010.3,2,88,6.4,800
3,2018-05-18 09:00,9.7,27,1,1010.7,1010.3,8,90,8.1,2000
3,2018-05-18 12:00,11.1,36,3,1011,1010.6,0,84,8.5,800
3,2018-05-18 15:00,10.6,36,1,1011.4,1011,0,81,7.4,800
3,2018-05-18 18:00,11.9,32,2,1012.6,1012.2,.1,80,8.5,800
3,2018-05-18 21:00,11.2,27,1,1013.2,1012.8,.1,83,8.5,3000
3,2018-05-19 00:00,9,36,2,1014.2,1013.8,,64,2.6,3000
3,2018-05-19 03:00,7.4,0,0,1015.3,1014.9,,95,6.7,3000
3,2018-05-19 06:00,9,27,1,1016,1015.6,,83,6.2,3000
3,2018-05-19 09:00,17.7,27,4,1016.5,1016.1,,68,11.7,3000
3,2018-05-19 12:00,12.8,14,2,1016.8,1016.4,,86,10.5,3000
3,2018-05-19 15:00,15.8,14,4,1016.8,1016.4,,70,10.3,3000
3,2018-05-19 18:00,17.9,14,1,1016.8,1016.4,,70,12.3,3000
3,2018-05-19 21:00,14,32,2,1018.6,1018.2,,83,11.2,3000
3,2018-05-20 00:00,11.2,32,2,1020.3,1019.9,,89,9.4,3000
3,2018-05-20 03:00,9,32,1,1022,1021.6,,93,8,3000
3,2018-05-20 06:00,7.9,32,1,1022.9,1022.5,,96,7.3,3000
3,2018-05-20 09:00,15.2,0,0,1023.4,1023,,75,10.9,3000
3,2018-05-20 12:00,12.3,14,3,1023.9,1023.5,,82,9.3,3000
3,2018-05-20 15:00,12.1,14,5,1021.9,1021.5,,89,10.4,3000
3,2018-05-20 18:00,13.2,14,4,1021.4,1021,,86,10.9,3000
3,2018-05-20 21:00,10.5,0,0,1021.2,1020.8,,90,8.9,3000
3,2018-05-21 00:00,8.3,0,0,1020.9,1020.5,,92,7,3000
3,2018-05-21 03:00,7.2,0,0,1019.6,1019.2,,93,6.1,3000
3,2018-05-21 06:00,5.7,0,0,1019.7,1019.3,,95,5,3000
3,2018-05-21 09:00,13.7,14,3,1020,1019.6,,80,10.4,3000
3,2018-05-21 12:00,13.5,14,4,1019.5,1019.1,,85,11.1,3000
3,2018-05-21 15:00,14.9,14,4,1018,1017.6,,75,10.5,3000
3,2018-05-21 18:00,14.1,14,4,1017.6,1017.2,,76,10,3000
3,2018-05-21 21:00,13.2,14,1,1016.7,1016.3,,75,8.8,3000
3,2018-05-22 00:00,8.2,0,0,1016.8,1016.4,,85,5.9,3000
3,2018-05-22 03:00,5.7,0,0,1015.8,1015.4,,89,4.1,3000
3,2018-05-22 06:00,5,0,0,1015.7,1015.3,,94,4.1,3000
3,2018-05-22 09:00,12.9,14,3,1015.7,1015.3,,83,10,3000
3,2018-05-22 12:00,12.3,14,4,1014.2,1013.8,,95,11.5,1800
3,2018-05-22 15:00,11.1,14,3,1011.2,1010.8,,97,10.6,1800
3,2018-05-22 18:00,11.1,14,2,1008.8,1008.4,,97,10.6,1800
3,2018-05-22 21:00,11.1,14,3,1007.6,1007.2,,97,10.6,1800
3,2018-05-23 00:00,10.4,14,3,1006.4,1006,2,97,10,800
3,2018-05-23 03:00,10.1,18,2,1004.3,1003.9,12,99,9.9,480
3,2018-05-23 06:00,12.1,32,6,1004,1003.6,5,70,6.8,800
3,2018-05-23 09:00,14.6,32,4,1004.8,1004.4,19,62,7.3,3000
3,2018-05-23 12:00,17.9,36,5,1003.9,1003.5,,54,8.4,3000
3,2018-05-23 15:00,16.4,18,1,1003.1,1002.7,,65,9.9,3000
3,2018-05-23 18:00,15.6,23,2,1002.8,1002.4,,63,8.5,3000
3,2018-05-23 21:00,11.3,18,1,1004.4,1004,,79,7.8,3000
3,2018-05-24 00:00,8.2,32,1,1004,1003.6,,95,7.4,3000
3,2018-05-24 03:00,7.6,0,0,1002.4,1002,,99,7.4,3000
3,2018-05-24 06:00,8.7,0,0,1001.7,1001.3,.2,97,8.2,2800
3,2018-05-24 09:00,12.3,14,4,1000.8,1000.4,,88,10.4,3000
3,2018-05-24 12:00,12.6,14,5,998.9,998.5,,92,11.4,3000
3,2018-05-24 15:00,12.1,14,3,997.5,997.1,.9,95,11.3,1800
3,2018-05-24 18:00,11.5,14,5,999,998.6,0,99,11.3,800
3,2018-05-24 21:00,11.5,0,0,1000.2,999.8,1,99,11.3,800
3,2018-05-25 00:00,11,32,2,1000.2,999.8,.1,95,10.3,3000
3,2018-05-25 03:00,11.8,0,0,1002.4,1002,.2,99,11.7,2500
3,2018-05-25 06:00,11.9,0,0,1003.3,1002.9,.1,99,11.8,2800
3,2018-05-25 09:00,17,0,0,1005.2,1004.8,.3,84,14.2,2800
3,2018-05-25 12:00,21.1,32,3,1005.6,1005.2,,64,14,3000
3,2018-05-25 15:00,20.5,14,4,1004.2,1003.8,,69,14.7,3000
3,2018-05-25 18:00,19.9,14,4,1005,1004.6,,73,15,3000
3,2018-05-25 21:00,13,14,2,1009,1008.6,,88,11.1,3000
3,2018-05-26 00:00,10.4,32,1,1011,1010.6,,92,9.2,3000
3,2018-05-26 03:00,10.3,0,0,1011.6,1011.2,,96,9.7,3000
3,2018-05-26 06:00,10.5,0,0,1011.7,1011.3,,94,9.5,2800
3,2018-05-26 09:00,13,14,2,1012.7,1012.3,.1,86,10.7,800
3,2018-05-26 12:00,11.2,14,3,1012.7,1012.3,1,98,10.9,800
3,2018-05-26 15:00,12.2,14,3,1012.7,1011.7,0,99,12,800
3,2018-05-26 18:00,11.3,14,4,1011.3,1010.9,0,99,11.1,1800
3,2018-05-26 21:00,10.7,14,1,1012.3,1011.9,3,99,10.5,1800
3,2018-05-27 00:00,10.9,0,0,1012.5,1012.1,,99,10.7,2000
3,2018-05-27 03:00,9.7,0,0,1012.1,1011.7,,99,9.5,2000
3,2018-05-27 06:00,10.4,0,0,1011.7,1011.3,,97,10,2000
3,2018-05-27 09:00,10.9,14,2,1012.4,1012,.1,99,10.7,800
3,2018-05-27 12:00,10.5,14,3,1012,1011.6,.6,99,10.3,800
3,2018-05-27 15:00,10.9,14,2,1009.8,1009.4,3,99,10.7,1800
3,2018-05-27 18:00,10.4,14,2,1009.5,1009.1,.1,99,10.2,800
3,2018-05-27 21:00,10.1,14,1,1010.1,1009.7,3,99,9.9,2000
3,2018-05-28 00:00,10.1,0,0,1009.9,1009.4,,99,9.9,2000
3,2018-05-28 03:00,9.7,32,1,1010.4,1010,,95,9,2000
3,2018-05-28 06:00,9.3,32,1,1011.2,1010.8,,95,8.6,3000
3,2018-05-28 09:00,13.3,14,3,1011.3,1010.9,,90,11.7,2000
3,2018-05-28 12:00,11.4,14,4,1012,1011.6,,99,11.2,2000
3,2018-05-28 15:00,11.1,14,7,1011.4,1011,,99,10.9,2000
3,2018-05-28 18:00,10.5,14,4,1011.1,1010.7,,99,10.3,2000
3,2018-05-28 21:00,10.9,0,0,1012.3,1011.9,,99,10.7,2000
3,2018-05-29 00:00,10.7,0,0,1012.1,1011.7,0,99,10.5,2000
3,2018-05-29 03:00,11.1,14,2,1011.6,1011.2,0,96,10.5,2000
3,2018-05-29 06:00,10.8,14,3,1011.6,1011.2,,96,10.2,2000
3,2018-05-29 09:00,11.2,14,3,1013.1,1012.7,,99,11,2000
3,2018-05-29 12:00,11.3,14,4,1013,1012.6,,99,11.1,2000
3,2018-05-29 15:00,11.9,14,4,1012.3,1011.9,,99,11.8,2000
3,2018-05-29 18:00,11.5,14,3,1011.8,1011.4,,99,11.3,2000
3,2018-05-29 21:00,10.9,14,3,1012,1011.6,0,99,10.7,1000
3,2018-05-30 00:00,11.1,0,0,1012,1011.6,.1,99,10.9,800
3,2018-05-30 03:00,11.1,14,3,1010.4,1010,.1,96,10.5,1800
3,2018-05-30 06:00,11.1,0,0,1011.8,1011.4,.1,96,10.5,800
3,2018-05-30 09:00,12.3,5,1,1011.5,1011.1,.3,97,11.8,2000
3,2018-05-30 12:00,15.4,14,2,1009,1008.6,0,90,13.8,2000
3,2018-05-30 15:00,13.6,14,6,1007.8,1007.4,,93,12.5,2000
3,2018-05-30 18:00,14,0,0,1008.1,1007.7,3,93,12.9,1800
3,2018-05-30 21:00,14.2,0,0,1007.7,1007.3,3,97,13.8,2100
3,2018-05-31 00:00,13.4,14,2,1007.9,1007.5,0,97,13,2000
3,2018-05-31 03:00,13.2,0,0,1008,1007.6,0,97,12.8,3000
3,2018-05-31 06:00,13.1,14,2,1008,1007.6,,99,12.9,3000
3,2018-05-31 09:00,16.4,14,2,1008.4,1008,0,87,14.3,3000
3,2018-05-31 12:00,24.7,32,4,1007.9,1007.5,,63,17.2,3000
3,2018-05-31 15:00,28.5,36,6,1006.4,1006,,50,17.1,3000
3,2018-05-31 18:00,29.7,36,3,1006.3,1005.9,,51,18.4,3000
3,2018-05-31 21:00,17.2,5,1,1008.3,1007.9,,92,15.9,3000
3,2018-06-01 00:00,15.2,0,0,1010.5,1010.1,,96,14.5,3000
3,2018-06-01 03:00,13.4,14,2,1011.9,1011.5,,96,12.8,3000
3,2018-06-01 06:00,11.6,14,2,1013.3,1012.9,,99,11.4,1500
3,2018-06-01 09:00,12.8,14,1,1014.4,1014,,97,12.4,1500
3,2018-06-01 12:00,12.2,14,5,1014.1,1013.7,,99,12,3000
3,2018-06-01 15:00,12.8,14,6,1013,1012.6,,99,12.6,3000
3,2018-06-01 18:00,13.8,14,4,1012.2,1011.8,,95,13,3000
3,2018-06-01 21:00,12.3,14,3,1012.2,1011.8,,97,11.8,3000
3,2018-06-02 00:00,11.1,14,2,1012.2,1011.8,,96,10.5,1100
3,2018-06-02 03:00,11,0,0,1011.4,1011,,99,10.9,1100
3,2018-06-02 06:00,10.9,0,0,1011.1,1010.7,,99,10.7,1100
3,2018-06-02 09:00,12.2,14,3,1011.1,1010.7,,99,12,80
3,2018-06-02 12:00,13.6,14,6,1009.3,1008.9,,99,13.4,3000
3,2018-06-02 15:00,15.9,14,5,1007.9,1007.5,,95,15.1,3000
3,2018-06-02 18:00,15.8,14,6,1007.5,1007.1,,94,14.8,3000
3,2018-06-02 21:00,14.8,14,1,1007.8,1007.4,,97,14.4,3000
3,2018-06-03 00:00,15,27,1,1008.2,1007.8,,98,14.7,3000
3,2018-06-03 03:00,14.1,0,0,1007.8,1007.4,,97,13.7,3000
3,2018-06-03 06:00,14.9,14,4,1008.3,1007.9,,98,14.6,3000
3,2018-06-03 09:00,21.7,14,1,1008.4,1008,,86,19.3,3000
3,2018-06-03 12:00,17,14,6,1009.2,1008.8,,90,15.3,3000
3,2018-06-03 15:00,18.9,14,6,1007.5,1007.1,,84,16.2,3000
3,2018-06-03 18:00,15.8,14,4,1006.8,1006.4,,96,15.1,3000
3,2018-06-03 21:00,14.4,0,0,1008.6,1008.2,,96,13.8,3000
3,2018-06-04 00:00,13.8,27,1,1009.5,1009.1,,97,13.4,3000
3,2018-06-04 03:00,12.8,0,0,1009.3,1008.9,,99,12.6,3000
3,2018-06-04 06:00,12.8,0,0,1009.8,1009.4,,99,12.6,3000
3,2018-06-04 09:00,17.8,0,0,1009.8,1009.4,,86,15.4,3000
3,2018-06-04 12:00,16,14,5,1010,1009.6,,93,14.8,3000
3,2018-06-04 15:00,17.7,14,4,1008.8,1008.4,,90,16,3000
3,2018-06-04 18:00,17.4,14,3,1008,1007.6,,91,16,3000
3,2018-06-04 21:00,15,14,2,1009,1008.6,,98,14.7,2000
3,2018-06-05 00:00,15,0,0,1009,1008.6,,98,14.7,2000
3,2018-06-05 03:00,13.8,0,0,1008.7,1008.3,,99,13.6,3000
3,2018-06-05 06:00,13,0,0,1009.4,1009,,99,12.8,1100
3,2018-06-05 09:00,18.1,14,2,1009.8,1009.4,,92,16.8,2000
3,2018-06-05 12:00,17,14,5,1009.5,1009.1,,96,16.4,3000
3,2018-06-05 15:00,14.8,14,8,1008.5,1008.1,,99,14.6,1100
3,2018-06-05 18:00,13.5,14,3,1007.2,1006.8,,99,13.3,2000
3,2018-06-05 21:00,12.6,14,2,1007.7,1007.3,,99,12.4,2000
3,2018-06-06 00:00,13.4,0,0,1007.8,1007.4,,99,13.2,2000
3,2018-06-06 03:00,13,32,2,1008.5,1008.1,,99,12.8,2000
3,2018-06-06 06:00,14.2,32,1,1009.4,1009,,99,14,3000
3,2018-06-06 09:00,17.4,5,1,1009.2,1008.8,,89,15.5,3000
3,2018-06-06 12:00,17.8,14,5,1008.2,1007.8,,88,15.8,3000
3,2018-06-06 15:00,17.4,14,5,1006.8,1006.4,,94,16.4,3000
3,2018-06-06 18:00,16.4,14,4,1006.2,1005.8,,92,15.1,3000
3,2018-06-06 21:00,14.4,9,3,1007.2,1006.8,,96,13.8,1100
3,2018-06-07 00:00,15.4,14,3,1008.6,1008.2,,98,15.1,1500
3,2018-06-07 03:00,14.6,32,2,1009.5,1009.1,,92,13.3,1500
3,2018-06-07 06:00,14.2,32,1,1009.4,1009,,95,13.4,1500
3,2018-06-07 09:00,19.3,32,1,1009.4,1009,,77,15.1,3000
3,2018-06-07 12:00,18.5,14,3,1009.2,1008.8,,81,15.2,3000
3,2018-06-07 15:00,16.8,14,4,1007.6,1007.2,,84,14,3000
3,2018-06-07 18:00,18.9,32,1,1008.2,1007.8,2,85,16.4,800
3,2018-06-07 21:00,16.8,14,3,1008.4,1008,2,99,16.6,800
3,2018-06-08 00:00,17,0,0,1008.4,1008,4,99,16.9,800
3,2018-06-08 03:00,16,14,2,1007.8,1007.4,0,99,15.9,800
3,2018-06-08 06:00,15.7,0,0,1007.5,1007.1,0,99,15.5,1100
3,2018-06-08 09:00,15,14,4,1009,1008.6,4,96,14.3,1500
3,2018-06-08 12:00,14.4,14,4,1009.2,1008.8,0,96,13.8,800
3,2018-06-08 15:00,13.2,14,4,1009.2,1008.8,0,97,12.8,800
3,2018-06-08 18:00,12.6,14,3,1010,1009.6,3,99,12.4,1100
3,2018-06-08 21:00,12.1,14,1,1012.3,1011.9,3,99,11.9,1100
3,2018-06-09 00:00,12.3,9,1,1012.7,1012.3,,97,11.8,1100
3,2018-06-09 03:00,11.5,14,2,1012.8,1012.4,,99,11.3,1100
3,2018-06-09 06:00,11.3,14,2,1013.3,1012.9,,99,11.1,1100
3,2018-06-09 09:00,14,0,0,1013.6,1013.2,,91,12.5,1500
3,2018-06-09 12:00,14.2,14,3,1013.2,1012.8,,95,13.4,2000
3,2018-06-09 15:00,14.8,14,1,1013.4,1013,,91,13.3,3000
3,2018-06-09 18:00,14.6,14,3,1013.5,1013.1,,91,13.1,3000
3,2018-06-09 21:00,13.2,0,0,1013.5,1013.1,,97,12.8,3000
3,2018-06-10 00:00,11.4,0,0,1014.5,1013.8,0,99,11.2,2000
3,2018-06-10 03:00,13.1,14,5,1012.9,1012.5,0,97,12.7,1800
3,2018-06-10 06:00,12.7,14,5,1013.3,1012.9,0,97,12.3,800
3,2018-06-10 09:00,12.7,14,5,1012.8,1012.4,0,94,11.8,2000
3,2018-06-10 12:00,13.4,14,5,1012.6,1012.2,,95,12.6,1100
3,2018-06-10 15:00,13.6,14,4,1011,1010.6,,92,12.3,1500
3,2018-06-10 18:00,13.2,14,3,1010,1009.6,,96,12.6,2000
3,2018-06-10 21:00,12.6,0,0,1009.8,1009.4,0,99,12.4,2000
3,2018-06-11 00:00,12.3,0,0,1008.9,1008.5,,99,12.1,2000
3,2018-06-11 03:00,12.2,0,0,1007.2,1006.8,,98,11.9,800
3,2018-06-11 06:00,12.2,14,1,1006,1005.6,,98,11.9,800
3,2018-06-11 09:00,12.2,14,3,1006.7,1006.3,0,98,11.9,800
3,2018-06-11 12:00,13.2,14,2,1006,1005.6,0,96,12.6,800
3,2018-06-11 15:00,13.2,14,2,1004.8,1004.4,.2,96,12.6,2000
3,2018-06-11 18:00,13.4,14,3,1004.5,1004.1,,81,10.3,1500
3,2018-06-11 21:00,12.1,36,2,1004.7,1004.3,,96,11.5,2000
3,2018-06-12 00:00,10.4,36,1,1005.5,1005.1,,92,9.2,2000
3,2018-06-12 03:00,10.3,32,1,1004.8,1004.4,,93,9.2,2000
3,2018-06-12 06:00,11,32,1,1005,1004.6,,95,10.3,3000
3,2018-06-12 09:00,13.4,0,0,1005.5,1005,,88,11.5,3000
3,2018-06-12 12:00,14.5,14,3,1005.3,1004.9,,89,12.7,2500
3,2018-06-12 15:00,14.7,14,3,1005.3,1004.9,,90,13,2800
3,2018-06-12 18:00,14.4,23,3,1005.7,1005.3,0,90,12.7,1800
3,2018-06-12 21:00,13.2,18,3,1007.5,1007.1,0,91,11.7,1800
3,2018-06-13 00:00,12.8,14,3,1008.2,1007.8,,93,11.7,1500
3,2018-06-13 03:00,12.7,14,3,1008.5,1008.1,,92,11.4,1800
3,2018-06-13 06:00,12.2,14,4,1009.1,1008.7,0,98,11.9,800
3,2018-06-13 09:00,12,14,4,1010.2,1009.8,0,98,11.7,800
3,2018-06-13 12:00,12.3,14,4,1011.6,1011.2,0,97,11.9,800
3,2018-06-13 15:00,12.2,14,4,1011.6,1011.2,0,98,11.9,800
3,2018-06-13 18:00,12.3,14,3,1011.2,1010.8,0,99,12.1,800
3,2018-06-13 21:00,11.9,14,3,1012,1011.6,.2,99,11.8,800
3,2018-06-14 00:00,11.8,14,5,1013.2,1012.8,.1,99,11.7,800
3,2018-06-14 03:00,11.9,14,5,1013.1,1012.7,.3,99,11.8,800
3,2018-06-14 06:00,11.9,14,5,1013.6,1013.2,4,99,11.8,800
3,2018-06-14 09:00,12.4,14,3,1014.2,1013.8,10,97,12,800
3,2018-06-14 12:00,12.4,14,4,1014.6,1014.2,5,97,12,800
3,2018-06-14 15:00,12.8,14,6,1014.6,1014.2,8,97,12.4,800
3,2018-06-14 18:00,13.1,14,4,1014.8,1014.4,.3,99,12.9,800
3,2018-06-14 21:00,12.8,14,4,1015.5,1015.1,9,99,12.6,800
3,2018-06-15 00:00,12.7,14,5,1016.5,1016.1,.4,99,12.5,800
3,2018-06-15 03:00,12,14,6,1016.5,1016.1,3,98,11.7,800
3,2018-06-15 06:00,11.3,14,5,1016.3,1015.9,2,99,11.1,800
3,2018-06-15 09:00,11.6,14,4,1017.4,1017,7,97,11.2,800
3,2018-06-15 12:00,11.6,14,4,1017.6,1017.2,2,97,11.2,800
3,2018-06-15 15:00,11.3,14,4,1017.6,1017.2,2,97,10.9,800
3,2018-06-15 18:00,11.1,14,4,1017.1,1016.7,2,99,10.9,800
3,2018-06-15 21:00,11.1,0,0,1017.1,1016.7,5,99,10.9,800
3,2018-06-16 00:00,10.9,14,1,1017.1,1016.7,0,99,10.7,800
3,2018-06-16 03:00,10.8,14,2,1016.5,1016.1,.2,99,10.6,800
3,2018-06-16 06:00,10.9,14,2,1016,1015.6,.1,99,10.7,800
3,2018-06-16 09:00,11.6,14,3,1016.1,1015.7,.4,,11.6,800
3,2018-06-16 12:00,12,14,4,1015.6,1015.2,2,99,11.8,800
3,2018-06-16 15:00,12.3,18,5,1014.9,1014.5,2,99,12.1,800
3,2018-06-16 18:00,12.3,14,4,1013.1,1012.7,.7,99,12.1,800
3,2018-06-16 21:00,12.2,14,2,1012.5,1012.1,2,99,12,800
3,2018-06-17 00:00,12.9,14,1,1012.2,1011.8,1,99,12.7,800
3,2018-06-17 03:00,13,14,1,1011.5,1011.1,,99,12.8,800
3,2018-06-17 06:00,13,0,0,1011.2,1010.8,.1,99,12.8,800
3,2018-06-17 09:00,13.7,0,0,1010.7,1010.3,.1,99,13.5,1500
3,2018-06-17 12:00,15,0,0,1010.1,1009.7,,99,14.9,1500
3,2018-06-17 15:00,14.7,14,4,1009.4,1009,0,99,14.5,800
3,2018-06-17 18:00,15.8,14,1,1009.2,1008.8,.2,99,15.6,800
3,2018-06-17 21:00,14.8,9,1,1009.2,1008.8,.2,99,14.6,2000
3,2018-06-18 00:00,15,0,0,1009.1,1008.7,,99,14.9,2000
3,2018-06-18 03:00,14.9,0,0,1008.5,1008.1,,99,14.7,1500
3,2018-06-18 06:00,14.6,0,0,1007.8,1007.4,,99,14.4,1100
3,2018-06-18 09:00,14.9,0,0,1008.4,1008,0,99,14.7,1100
3,2018-06-18 12:00,17.9,14,3,1007.5,1007.1,,99,17.7,1100
3,2018-06-18 15:00,15.7,14,3,1007.2,1006.8,,99,15.5,1500
3,2018-06-18 18:00,15,14,4,1006.1,1005.7,,99,14.9,1100
3,2018-06-18 21:00,15.2,14,3,1005.8,1005.4,.1,99,15.1,800
3,2018-06-19 00:00,15.2,14,2,1005.4,1005,.2,99,15.1,800
